(54.968000000000004, 8.1460000000000008, 1, 3381, 'Fabian')
(55.978000000000002, 9.5670000000000002, 2, 2028, 'RisingJaguar')
(55.259999999999998, 9.9410000000000007, 3, 1639, 'manzi')
(53.436, 8.1259999999999994, 4, 4183, 'jonts26')
(52.286000000000001, 7.1550000000000002, 5, 4207, 'Ben Warden')
(51.642000000000003, 7.1660000000000004, 6, 5840, 'chwhite')
(54.161999999999999, 9.8089999999999993, 7, 2687, 'allfail')
(53.927, 9.7870000000000008, 8, 2479, 'kilua')
(51.273000000000003, 7.2220000000000004, 9, 7479, 'WanderingWinder')
(50.93, 7.0579999999999998, 10, 1791, 'Brathannes')
(51.295999999999999, 7.5810000000000004, 11, 2857, 'Obi Wan Bonogi')
(54.520000000000003, 10.869999999999999, 12, 2615, 'olneyce')
(52.064999999999998, 8.4659999999999993, 13, 1949, 'Geronimoo')
(51.747999999999998, 8.7910000000000004, 14, 923, 'oddly specific')
(49.875, 7.641, 15, 5075, 'Ptolemy I')
(51.926000000000002, 9.8070000000000004, 16, 654, 'Cruton')
(49.374000000000002, 7.625, 17, 3047, 'NinjaBus')
(50.332000000000001, 8.6219999999999999, 18, 3089, 'papaHav')
(51.832999999999998, 10.369999999999999, 19, 1075, 'roku')
(50.686999999999998, 9.3059999999999992, 20, 2167, 'AVeryHappyFish')
(50.536000000000001, 9.2240000000000002, 21, 3016, 'qmech')
(49.131999999999998, 8.0500000000000007, 22, 1896, 'obviated')
(48.954000000000001, 7.9169999999999998, 23, 4133, 'Rabid')
(48.276000000000003, 7.306, 24, 4670, 'th2w0')
(47.186999999999998, 6.3479999999999999, 25, 3510, 'Suspiri')
(49.744999999999997, 9.1300000000000008, 26, 891, 'shark_bait')
(47.954999999999998, 7.3780000000000001, 27, 3443, 'peetar')
(48.207999999999998, 7.9560000000000004, 28, 1464, 'nopundittenet')
(47.369999999999997, 7.141, 29, 4188, 'rls22')
(47.392000000000003, 7.3250000000000002, 30, 4014, 'Tahtweasel')
(46.122999999999998, 6.4420000000000002, 31, 4335, 'perdhapley')
(47.148000000000003, 7.4669999999999996, 32, 2346, 'PigFiend')
(48.347000000000001, 8.6699999999999999, 33, 2608, 'yariv')
(47.418999999999997, 7.7450000000000001, 34, 1372, 'Jeebus X. Cripes')
(49.889000000000003, 10.494999999999999, 35, 2405, 'Stealth Tomato')
(46.933999999999997, 7.641, 36, 2946, 'tlloyd')
(46.615000000000002, 7.3700000000000001, 37, 1000, 'O')
(48.859000000000002, 9.6750000000000007, 38, 2855, 'yaron')
(46.698, 7.601, 39, 2484, 'Big Cheesesteak')
(47.704000000000001, 8.702, 40, 4280, 'First')
(47.661000000000001, 8.6980000000000004, 41, 2830, 'Smartie')
(45.915999999999997, 6.9619999999999997, 42, 4263, 'Captain_Frisk')
(47.264000000000003, 8.4749999999999996, 43, 2199, 'eigensheep')
(49.036000000000001, 10.249000000000001, 44, 2619, 'rrenaud')
(48.697000000000003, 9.9800000000000004, 45, 1952, 'Stryder515')
(45.267000000000003, 6.6859999999999999, 46, 5382, 'dghunter79')
(45.956000000000003, 7.4400000000000004, 47, 1326, 'MrEevee')
(49.634, 11.177, 48, 921, 'paulfc')
(46.984999999999999, 8.5719999999999992, 49, 2920, 'jacobb222')
(46.686, 8.3460000000000001, 50, 2983, 'Lekkit')
(46.918999999999997, 8.6340000000000003, 51, 1003, 'yuuna')
(49.415999999999997, 11.295999999999999, 52, 2111, 'PlatypusNinja')
(47.283000000000001, 9.1639999999999997, 53, 1159, 'Titandrake')
(49.667000000000002, 11.568, 54, 2565, 'Zem')
(48.582000000000001, 10.565, 55, 2359, 'rod-')
(44.222999999999999, 6.2649999999999997, 56, 6960, 'studio')
(46.241999999999997, 8.2850000000000001, 57, 3487, 'Michael Harris')
(46.119999999999997, 8.2460000000000004, 58, 1144, 'Fanfan')
(46.856999999999999, 8.9920000000000009, 59, 4336, 'JLock')
(48.430999999999997, 10.569000000000001, 60, 101, 'WW3')
(44.927999999999997, 7.0979999999999999, 61, 4063, 'lespeutere')
(45.999000000000002, 8.202, 62, 2285, 'Lito')
(45.524000000000001, 7.8339999999999996, 63, 2054, 'A_S00')
(46.268000000000001, 8.5839999999999996, 64, 1299, 'petrie911')
(45.960999999999999, 8.3350000000000009, 65, 3393, 'RobF')
(46.835000000000001, 9.3160000000000007, 66, 2719, 'kn1tt3r')
(47.191000000000003, 9.7210000000000001, 67, 1102, 'beacher')
(48.628, 11.159000000000001, 68, 2993, 'WHARF 2 THA BRIDGE')
(46.667000000000002, 9.2330000000000005, 69, 2007, 'RomaNorgy')
(48.090000000000003, 10.659000000000001, 70, 574, 'Immu91')
